,Euclidean Distance,Cosine Similarity,PSNR,SSIM
Archery,95.33142836807899,0.9589095436579289,27.705586934868652,0.9557845339826915
Hammering,79.21395614159223,0.9493114443039876,32.879807930609054,0.9760220157711402
Punch,149.53526164943307,0.8755720025827245,27.552544082312565,0.9332622072618941
Kayaking,181.39006032835692,0.8628266740051254,25.397705902253108,0.959972563645114
SoccerPenalty,80.36958143227486,0.9675500801709342,31.37642731216421,0.9675441614311675
Skijet,130.31962554617667,0.9054561059182646,32.4885299980183,0.929199931414231
Diving,101.2764356811657,0.9394457791974922,34.09749297168696,0.9682079524449679
Fencing,143.1900829446859,0.9079949451220677,25.48333043814628,0.9433600873402925
BoxingPunchingBag,101.82652603041433,0.9375075678826257,28.120952235950195,0.9499597018179685
ApplyLipstick,66.06979946292704,0.9806066875330817,32.03338388468141,0.9867442334475724
IceDancing,183.08957195572745,0.8765221361252514,24.259465878890996,0.9544221515888752
CliffDiving,197.89760666357458,0.8158967170812085,21.2323924626848,0.8512669402458098
WritingOnBoard,46.023140260241476,0.9924556819557385,37.318816534356436,0.996395514063213
BrushingTeeth,70.61121961701289,0.9744882039525816,35.31397580289087,0.9872686986042107
Biking,120.27623981104352,0.9110391334825267,32.03987840891251,0.9235592792215555
